   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -1.0118246e+02             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
  -5.1401307e+01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
  -1.0302579e+01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   1.4607435e+01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   2.6216584e+01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   3.0466284e+01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   3.1701352e+01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   3.1987990e+01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   3.2041294e+01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   3.2049254e+01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
